Tweet,Affect Dimension,
We can't even grieve over one black body before another one pops up due to pig brutality,sadness/fear,
I feel like a burden every day that I waste but I don't know how to get out of this bc I get so discouraged all I wanna do is lay around Ã°Å¸â„¢Æ’😔,sadness/fear,
A night where depression is winning... #depression #fml #help,sadness/fear,
My heartbeat is forever stumbling on memories of things past. #longing #loss #shape #form #sadness,sadness/fear,
Going home is depressing,sadness/fear,
"After 3 idk why I start feeling so depress, sad and lonely.😔",sadness/fear,
Honestly depression is kicking my ass lately.. Ã°Å¸Ëœâ€,sadness/fear,
Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #unhappy #depression #itnevergoes,sadness/fear,
At my age all I see is gray. Is it gray because of my bad eyes or my perspective #depression #healingjustice,sadness/fear,
I sulk too much for my own good.🙁,sadness/fear,
Feel so grim + ugly atm,sadness/fear,
"And btw... I really did stay in bed all day today. #depression I hate being lied to, fuck liars. -w-",sadness/fear,
Overwhelming sadness. This too shall pass. #lonley #startingover,sadness/fear,
So when I try I fail... and when I don't try... I still fail... #confused and #lost😭,sadness/fear,
"oh, btw - after a 6 month depression-free time I got a relapse now... superb #depression",sadness/fear,
Extreme sadness😔,sadness/fear,
"So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing",sadness/fear,
@rosalilium I'm wearing all black tomorrow to mourn. Ã°Å¸ËœÂ­Ã°Å¸â€â€😔,sadness/fear,
I feel like an appendix. I don't have a purpose. #sad #depressed #depression #alone #lonely #broken #sadness #cry #hurt #crying #life,sadness/fear,
*Sigh* #depression #saddness #afterellen #shitsucks😔,sadness/fear,
It's been 5 weeks and I still go through depression smh,sadness/fear,
my life in one word is depressing🙁,sadness/fear,
When you lose somebody close to your heart you lose yourself as well Ã°Å¸â€â€ #lost,sadness/fear,
Im think ima lay in bed all day and sulk. Life is hitting me to hard rn😭,sadness/fear,
I want to pour all my tears on someone right now. So tired of this #upset😔,sadness/fear,
I can't pull myself out of depression😰,sadness/fear,
My #Fibromyalgia has been really bad lately which is not good for my mental state. I feel very overwhelmed #anxiety #bipolar #depression,sadness/fear,
Honestly don't know why I'm so unhappy most of the time. I just want it all to stop :( #itnevergoes😭,sadness/fear,
Feeling worthless as always #depression,sadness/fear,
Depression sucks! #depression😭,sadness/fear,
I want to pour all my tears on someone right now. So tired of this #upset #sad,sadness/fear,
Feeling worthless as always😭,sadness/fear,
i am le depressed i l hate myself xDDdD #sad #depress #loner #emo,sadness/fear,
@ScarletteDrake OMG poor you! It happened to me last summer. I saw my under skin Ã°Å¸ËœÂ°,sadness/fear,
I think #Saudis are responsible for most of the #islamic #terror in the world. Both with their #Wahhabism and by financing terrorists Ã¢â‚¬Â¦😭,sadness/fear,
The craziest thing is it leads me to think past the people bullshit. But then because of the story you still worry about the people bullshit,sadness/fear,
@EsteemedKompany is dani alves really going to go to PSG in your opinion #nervous😭,sadness/fear,
A #lockdown of a #building is intended to #secure and #protect #Occupants who are in the proximity of an immediate #threat.,sadness/fear,
Jock! Pakistani are Firing on loc without reason.They r Killing our Pilgrims. #PMO Thanks! V r safe! R V #warfools ? #fearing PAK nuke??😰😭,sadness/fear,
@SWATI_V_JOSHI Goons of Mamata spread everywhere as terror elements.,sadness/fear,
@sportive_tricks A horrific take.😭,sadness/fear,
"@TheyCallMePansy @PUBATTLEGROUNDS 17 kills, dear god Ã°Å¸ËœÂ±",sadness/fear,
@raygibson @CNN Sadly it's people who think like you that is causing this problem which by the way according to Scientist is dire,sadness/fear,
#Being a #terrible #mother makes me uncomfortable.😭,sadness/fear,
"first ever doctors appointment without my mum, how daunting",sadness/fear,
i'm nervous😔,sadness/fear,
Im so sad Im shocking bcoz she suddenly grab my hair and pushing and pull'\n\nhoooooooy jezaz panabangiÃ°Å¸ËœÂ­Ã°Å¸â„¢ÂÃ°Å¸Ëœâ€ Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š😔,sadness/fear,
@worldonalert horrible when and where exactly happen ?,sadness/fear,
"The moment I joined BTS, I was nervous &amp; felt lost. I still have those feelings but whenever I do, the people who bring me back are you guys😔",sadness/fear,
@CapehartJ I woke up in dread too. #2017☹️,sadness/fear,
Am I in labor yet?? Ã°Å¸ËœÂ­Ã°Å¸ËœÂ« #miserable,sadness/fear,
@ColleenRich Exactly! #horror😔,sadness/fear,
@Skyscanner horrified to learn that I cant change/exchange by flight to Lisbon 6 weeks before departure!!!! #omegaflightstore Ã‚Â£200 #awful😰,sadness/fear,
"Earth's sixth mass extinction event under way, scientists warn **basically caused by Islamic Muslim terrorism which Obama dem- rats back*",sadness/fear,
My friend told me his dead wife's profile has been active within 24 hours on a dating site #onlinedating #nightmare😔,sadness/fear,
@NotJackKemp Wasn't sure if i was having a stroke or listening to BAD today because of Killers heat inversion. #killerinversion #terrible,sadness/fear,
This nightmare is nearly over gang gang gang😭,sadness/fear,
"I felt the microphone, and haunt.😔",sadness/fear,
@NicolleDWallace @jheil @DonnyDeutsch He's spot on #terrifying,sadness/fear,
@sebastiankurz : We need more mutual #trust to increase #security &amp; fight #terrorism &amp; #radicalization in Europe #osce17AUT #Diplomacy140,sadness/fear,
Beyond disappointed with @HeidiSomers clothing line and service. Lulu never asks questions about returns. Not getting money back. #horrible😭,sadness/fear,
"Ask yourself this:\nIf the algae appears to be gone, is it really?\nIs it worth the risk?\n #algae #water #toxic #threat #methane #cancer",sadness/fear,
Centre puts entire security apparatus on highest alert following #terror attack on #Amarnath pilgrims.😔,sadness/fear,
Do you know how terrible that stuff is for you?,sadness/fear,
"@DVATW Trot on Dai bach, however having read your timeline I dread to think what your #fantasy could be...😔",sadness/fear,
Appointment: 7:30AM\nOffice hours for today: 8AM-??PM\nMe:\nMe: anxiety?,sadness/fear,
@TattooedTeaLady Omg what?! That's horrific!! Who can do something like that at all?! Xx😭,sadness/fear,
Quiet frankly appalled at the shocking working conditions for @CampNorthwood staff this year. Access to wi-fi prohibited. What's going on?!,sadness/fear,
"Once you've been hurt, you're so scared to get attached again, you have a fear that every person is going to break your Ã¢ÂÂ¤Ã¯Â¸ÂÃ°Å¸â€Â¯😔",sadness/fear,
#Saudi: #Qatar #US pact to end #terror funding won't end crisis &amp; #TrumpJr's #Russia meeting creates legal jeopardy - news @BloombergRadio,sadness/fear,
"@AC360 Please, please do something about her! Where's Kayleigh, Jack, Jeff? Ugh. #awful #doctor?☹️",sadness/fear,
"(I've been shaking for the last 30 minutes, I've steadied to the point where I can type again lmao)",sadness/fear,
"Over 9 hours, 6 trains and 7 stations only to be back where I started #nightmare😔",sadness/fear,
My superpower is absorbing the anxiety of others until I can't breathe and my head is pounding. #everyonechill,sadness/fear,
"@gaybookgeek Yes, that immediately made me fearful of the rest of the books in the list.😔",sadness/fear,
"My main concern are the children and his wife thats if she is still stuck with him and if she is, then she's strong af. Jeez Ã°Å¸ËœÅ¸😰",sadness/fear,
Alien Newborn - Alien: Resurrection (Sideshow Collectibles) - This thing really was an abomination! #horror #aliens #figures😰,sadness/fear,
#scared #paranormal I am gonna read Adam Ellis story Ã°Å¸Ëœâ€ Ã°Å¸ËœÂ¬,sadness/fear,
"I think that Nuclear weapon and Cyber weapon are big threats, but I think that the bigger threat is Scalar weapon ...\n#scalar #threat😔",sadness/fear,
Big surprise the OTHER woman shouting into her phone pulled the wrong coat and I'm a little afraid of it?,sadness/fear,
Tip of the day: don't google filling a cavity if it's your first one ever. #terrified #firstcavity Ã°Å¸ËœÂ°😰😔,sadness/fear,
"I'm so #awkward. When I have to have #nervous conversations, I get REALLY #loud. I don't get it. #sigh",sadness/fear,
@savoy__truffle @stellacreasy That's horrid. So sorry that happened. But glad your MP is so engaged.,sadness/fear,
Just because you're having a shit time doesn't mean that others have to pussyfoot around you &amp; make their #anxiety worse..... Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡😔,sadness/fear,
I need a blue water trip lots of functions no dresses #panic,sadness/fear,
@WackyThot @BaitseM There might be a spec of hope at the end of this horrific tunnel☹️,sadness/fear,
#sebastiangorka is unwatchable and despicable! #nothuman #fascist #bully #liar #vomitinducing,sadness/fear,
"Im not naive not to notice the way you looked at me, your seductions and discreet moves but you scare me honey to tell you quite frankly.😭",sadness/fear,
IT WASN'T ENOUGH Ã°Å¸ËœÂ¢,sadness/fear,
one tweet:Ã¢â‚¬ËœOver the coming weeks we'll be continuing to threaten various bluetick dipsh**s with imprisonment under a socialist government.Ã¢â‚¬â„¢,sadness/fear,
@ELLEUK Truly dreadful😭,sadness/fear,
"#MTPDaily, @DonnyDeutsch that look you've been giving the camera, so, umm, #angry? #frightened? #terrified? #IFeelYourPain #NotmyPresident",sadness/fear,
"Club Night tonight @ Loe Beach is CANCELLED due to horrible, horrendous, inclement weather!!😭",sadness/fear,
i haven't had to speak maltese in over two years and now have relatives calling me about the trip and it's terrible Ã°Å¸â„¢Æ’,sadness/fear,
This is true horror anime this one😔,sadness/fear,
Feeling full of existential dread? Bash mass surveillance Ã°Å¸Å’Â±,sadness/fear,
"and I don't want to spread it all over my twitter. It's my choice, but I, at least, needed to say this as I don't want to worry people.☹️",sadness/fear,
@Shann_Graham They were actually dire man wasn't expecting to be so bad like,sadness/fear,
@itstraceyporter Off with work related stress and anxiety😭,sadness/fear,
@mythos1014 I think I will tomorrow. I ain't ready for all those feels though. Ã°Å¸ËœÂ¥,sadness/fear,
That was spooky! One of those water big roaches was crawling on my back. #terrible😰😔,sadness/fear,
Sector71-78 area is all full of #Immigrant #bangladeshi they are a #threat to us\nthey #steal #Rape #Kill #bully \n#SaveHindusInHindustan,sadness/fear,
#Kenya numerous children civilians police killed in recent terror attacks barely a word from government 1 minister dies non stop coverage,sadness/fear,
@CallumOBrien3 @PlymouthHerald Getting common place now I'm afraid ... even getting the 'on this day ' articles repeated ... !😰,sadness/fear,
"They'll pollute workplaces, threaten the existence of others and destroy relations its all they know how to do without CONSEQURNCES",sadness/fear,
Can't sleep!! Maybe #worry !!!!!! Or Maybe I need to Chang my pillow !! Maybe..!Ã°Å¸ËœÂ,sadness/fear,
"Is it too early in the year to watch SILENT NIGHT, DEADLY NIGHT and BLACK CHRISTMAS? #horror😭",sadness/fear,
Getting out of the car park could take longer than the Jimmy Carr show ran #nightmare😰,sadness/fear,
