,Tweet,Affect Dimension,Unnamed: 2
11501,I got diagnosed with severe-extreme depression and I didn't know there was a difference between those two lol,sadness/fear,
11502,"#Facebook is #depressing without even being there. Two apps want it for logging in, I have missed at least two interesting #events and they",sadness/fear,
11503,Condolences to the JC and the Georges family.. loudly crying face ,sadness/fear,
11504,@Uber_RSA when you click over and over again for a cupcake but there are no vehicles available... #sadness,sadness/fear,
11505,"@p0stcap I've still been trying to sort through it all, but I suppose I also shouldn't have had such high expectations. #sadness",sadness/fear,
11506,Should of stayed in Dubai Ã°Å¸ËœÅ¾ loudly crying face ,sadness/fear,
11507,Literally being here makes me depress tbh,sadness/fear,
11508,It feel like we lost a family memberÃ°Å¸â„¢â€žÃ°Å¸Ëœâ€š,sadness/fear,
11509,"@KeithOlbermann depressing how despicable Trump, with no policies, campaigning on bigotry &amp; rancour can be so close, evil immoral disaster",sadness/fear,
11510,"@antoboyle I so wish you could someday come to Spain with the play, I can't believe I'm not going to see it #sad pensive face ",sadness/fear,
11511,Honestly today I just felt like maybe track isn't for me #sad,sadness/fear,
11512,#haikuchallenge #haiku\n\nThe crisp autumn air\nMy freedom purchased through death\nNo one will mourn me loudly crying face  pensive face ,sadness/fear,
11513,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #blm",sadness/fear,
11514,Nasty nasty chilly rain has put a damper on my afternoon cigar. This is NOT a good thing. @cspanwj And FOUR #CongressCritters tomorrow?,sadness/fear,
11515,Another grim &amp; compelling news report by @Nawalf on the blockade of aid to the starving in #Yemen #BBC #dosomethingpoliticans loudly crying face  crying face ,sadness/fear,
11516,@wabermes The @RavalliRepublic had a good one but then the reporter quit. #sad,sadness/fear,
11517,Luckily I was helped by some good people. And they also managed to free me of my depression. Unfortunately it only lasted a little while.,sadness/fear,
11518,Do you know how much it hurts to see you best friend sad?,sadness/fear,
11519,"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm pensive face ",sadness/fear,
11520,"@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...",sadness/fear,
11521,Need advice on how to get out of this rut!!!! #needmotivation pensive face  crying face ,sadness/fear,
11522,Baaarissshhhhh + sad song = prefect night Ã¢â‚¬â€ feeling alone,sadness/fear,
11523,"Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness loudly crying face  crying face ",sadness/fear,
11524,@hamzakhawaja99 just die depression.,sadness/fear,
11525,Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad crying face ,sadness/fear,
11526,@metalAndTheGeek @astoldbyfANGIRL SAME! I always say it was the best time of my life. I closed my store down and it was so depressing,sadness/fear,
11527,The snaps/Insta pics I see of the friends I made while in Cali are so unbelievably depressing cause there's no place I'd rather be but there pensive face  loudly crying face ,sadness/fear,
11528,Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. #sad,sadness/fear,
11529,Wow the #Denver housing market is #depressing no places to buy in my range Ã°Å¸ËœÂ¢ #FML pensive face ,sadness/fear,
11530,"Wanna pop some pills, sedate myself, and wake up tomorrow.",sadness/fear,
11531,Back in Cardiff after an amazing 10 days away Ã°Å¸ËœÂ­ #depressing pensive face ,sadness/fear,
11532,TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself crying face  loudly crying face ,sadness/fear,
11533,"Fucking gutted, disheartened &amp; so pissed off.Gone from 1 off the toughest most resolute defences to the worst &amp; most shambolic #SCFC #STOHUL loudly crying face ",sadness/fear,
11534,Bojack Horseman: the saddest show ever written?? #depression #season1,sadness/fear,
11535,Tell me how I'm supposed to feel. #broken #hateful #guilty #love #sadness crying face ,sadness/fear,
11536,so lost i'm faded crying face ,sadness/fear,
11537,@faye_catherine happy anger sad melancholy confusion #woodspurge crying face ,sadness/fear,
11538,Been a while since I been sober. This life can be so hard,sadness/fear,
11539,. @KotakBankLtd @udaykotak official got in touch. Issue not addressed. #unhappy #patheticservices loudly crying face ,sadness/fear,
11540,@megalvz literally was gloomy for an hour,sadness/fear,
11541,"#PeopleLikeMeBecause they see the happy exterior, not the hopelessness I sometimes feel inside. #anxiety #anxietyprobz crying face ",sadness/fear,
11542,@British_Airways just came of BA6426 at @ortambo_int at least 6 passengers with broken bags. This was a new suitcase. #unhappy customer,sadness/fear,
11543,I feel like singing the song human sadness by Julian Cassablancas and The Voidz or some other sad music. #depression #sad #sadness,sadness/fear,
11544,@TheZantarin Then maybe we should keep our White mouths shut and let the people being targeted speak and mourn.,sadness/fear,
11545,@MHChat Childood experiences can leave you with permanent deep sadness as adult it can underlie everything #MHChat crying face  loudly crying face ,sadness/fear,
11546,This nigga doesn't even look for his real family Ã°Å¸â„¢â€žÃ°Å¸Ëœâ€š #sad,sadness/fear,
11547,Don't wanna go to work but I want the money #sad,sadness/fear,
11548,I have not nap for 3 days in a row I'm very unhappy rn,sadness/fear,
11549,Need advice on how to get out of this rut!!!! #depressing #needmotivation crying face  loudly crying face ,sadness/fear,
11550,i is sad,sadness/fear,
11551,This has been the most depressing week full of rain ever lol crying face ,sadness/fear,
11552,Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n #quotes #worstenemy #thinktoomuch,sadness/fear,
11553,@kerophibian depressing pensive face ,sadness/fear,
11554,Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,sadness/fear,
11555,Trial result #sadness,sadness/fear,
11556,Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. #sad pensive face ,sadness/fear,
11557,im so gloomy today,sadness/fear,
11558,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness/fear,
11559,I am often disturbed by what some people find appropriate or acceptable. It's not funny nor cute that adults find this stuff humorous. #sad pensive face ,sadness/fear,
11560,"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness/fear,
11561,will brawndo cure my depression? @MikeJudge #Idiocracytoday,sadness/fear,
11562,I'm allowed to sulk loudly crying face ,sadness/fear,
11563,now im all alone and my joy's turned to moping,sadness/fear,
11564,I know it's the final day of summer when it's the finale of @CBSBigBrother #sadness pensive face ,sadness/fear,
11565,@ily_geuly call me now I'm laying in my bed moping like I intend to do for the next 2 months.,sadness/fear,
11566,So grim being up at 6 pensive face ,sadness/fear,
11567,@KingJames @chrisbosh\n To good hearts I lost my job I'm Responsible 2 families My Information in profile even dollar if canÃ¢â‚¬â„¢t just Re-tweet,sadness/fear,
11568,I can't even celebrate my wins or mourn my L's cause first test week is that busy Ã°Å¸Ëœâ€¢ pensive face ,sadness/fear,
11569,I was not made for this world. #empath #unhappy,sadness/fear,
11570,Heart heavy for lost furry family members. Remembering Max and Ozzie. Forever friends as Ã°Å¸ÂÂ¶Ã°Å¸Ëœâ€¡ pensive face ,sadness/fear,
11571,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime #sad,sadness/fear,
11572,The weather changed from sunny and bright to gloomy just in time to match my afternoon mood. Ã°Å¸Ëœâ€ slightly frowning face ,sadness/fear,
11573,Currently unfollowing anything relating to disneyworld or Florida! #holidayblues #depressing #wantogoback Ã°Å¸ËœÂ­Ã°Å¸â€â€ loudly crying face ,sadness/fear,
11574,"So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood has gone with the fame and fortune. #GBBO #depressing",sadness/fear,
11575,@rclemmons much #sadness and #heartbreak loudly crying face ,sadness/fear,
11576,If anybody needs me I'll be drowning my blues in a sea of whiskey Ã°Å¸ÂÂ»,sadness/fear,
11577,"Haven't been here a while, been watching lots of TV. Conclusion #whataloadoftat...if I wasn't depressed before afternoon TV is #grim loudly crying face ",sadness/fear,
11578,Just wish I was appreciated for all I do! When is it my turn to be taken care of!! I want a break!! #tired #lost,sadness/fear,
11579,Ã°Å¸Ëœâ€˜Ã°Å¸Ëœâ€˜Ã°Å¸Ëœâ€˜&lt;---- that moment you finish a Netflix series and have nothing else to watch. #depression,sadness/fear,
11580,This world has some serious issues we should all go to therapy slightly frowning face ,sadness/fear,
11581,in health we did a think about depression and now i feel like i have it,sadness/fear,
11582,Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest #sad,sadness/fear,
11583,"Well, I had hopes for today. No go. #unhappy loudly crying face ",sadness/fear,
11584,@6itmap I can't help but feel melancholic!,sadness/fear,
11585,@CTV_PowerPlay @lraitt Horrid disease! My maternal grandmother and each of her sisters suffered from this affliction. It's hard on all.,sadness/fear,
11586,so probably hunger and depression and dissociating equals a weird time anything else slightly frowning face ,sadness/fear,
11587,It's just begun ladies and gents. The war on racism has begun. #sadness #Segregation continues.... smh Ã°Å¸Ëœâ€,sadness/fear,
11588,@Gaychel22 @Kellee_II @seattlepi even hard facts don't seem to be sinking in... I despair Ã°Å¸ËœÂ ,sadness/fear,
11589,"oh, btw - after a 6 month depression-free time I got a relapse now... superb loudly crying face ",sadness/fear,
11590,So depressing that it's darker so much earlier now,sadness/fear,
11591,@crimsonwulfe it's super sad!! Especially when you are talking to a real person and not a bot! Makes it feel real :(,sadness/fear,
11592,"hmm somehow twitter feels really depressing, more like negative today...I think I missed something Ã°Å¸Ëœâ€¢ loudly crying face ",sadness/fear,
11593,"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide #depression #racism #pride",sadness/fear,
11594,I don't think I can go to work tomorrow since val has left #GBBO I need a day to mourn slightly frowning face ,sadness/fear,
11595,Good morning lovely people. Not gonna lie I've woken up feeling pretty glum.,sadness/fear,
11596,Is it just me or is this a very weird time for the world? #change #enlightenment #gloomy #weird #sigh #imaginepeace #imaginelove #unite,sadness/fear,
